Ortholog	Version	Category	Description
COG0674	5.0	C	oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor
COG1013	5.0	C	pyruvate-flavodoxin oxidoreductase activity
COG1013	5.0	C	oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor
COG0383	5.0	G	alpha-mannosidase activity
COG0383	5.0	G	mannose metabolic process
2ZBP7	5.0	S	NA
2ZCG7	5.0	S	NA
32ZRQ	5.0	S	NA
COG1061	5.0	L	helicase activity
COG1061	5.0	L	Type III restriction enzyme res subunit
COG2002	5.0	K	toxin-antitoxin pair type II binding
2ZCA9	5.0	S	photosystem II oxygen evolving complex protein PsbP
COG3628	5.0	L	GPW Gp25 family protein
COG3628	5.0	S	NA
2Z7Y6	5.0	S	Domain of unknown function (DUF4815)
30NQW	5.0	S	NA
COG0618	5.0	J	3'(2'),5'-bisphosphate nucleotidase activity
COG0618	5.0	S	phosphoesterase RecJ domain protein
COG0738	5.0	G	arabinose:proton symporter activity
COG0738	5.0	G	Major facilitator superfamily
3302C	5.0	S	Pathogenicity locus
30376	5.0	S	NA
COG1221	5.0	K	transcription factor binding
COG1221	5.0	K	Transcriptional regulators containing an AAA-type ATPase domain and a DNA-binding domain
32U0G	5.0	S	NA
32Y1Q	5.0	S	NA
COG4943	5.0	T	cyclic-guanylate-specific phosphodiesterase activity
COG1376	5.0	S	peptidoglycan L,D-transpeptidase activity
COG1376	5.0	D	ErfK ybiS ycfS ynhG family protein
318RI	5.0	S	NA
2ZABR	5.0	S	NA
30ATU	5.0	E	CpeS-like protein
COG1867	5.0	J	tRNA (guanine-N2-)-methyltransferase activity
COG1867	5.0	J	N(2),N(2)-dimethylguanosine tRNA methyltransferase
COG0724	5.0	S	mRNA processing
COG0724	5.0	K	RNA recognition motif
COG0434	5.0	S	BtpA family
2ZJB0	5.0	S	NA
2ZEB2	5.0	S	O-methyltransferase
33D0Q	5.0	S	NA
2ZT3W	5.0	S	NA
COG3049	5.0	M	Linear amide C-N hydrolases, choloylglycine hydrolase family
33BAD	5.0	S	NA
3172B	5.0	S	Bacterial PH domain
COG4675	5.0	S	NA
COG4675	5.0	M	tail collar domain protein
31S34	5.0	S	Cofactor assembly of complex C subunit B
COG1259	5.0	S	Bifunctional nuclease
COG1259	5.0	K	PFAM Uncharacterised ACR, COG1259
COG0295	5.0	F	cytidine deaminase activity
3323W	5.0	S	Photosystem I reaction center subunit PsaK
COG0270	5.0	L	DNA (cytosine-5-)-methyltransferase activity
COG4586	5.0	S	ATPase activity
COG4586	5.0	S	(ABC) transporter
COG3977	5.0	E	Valine--pyruvate aminotransferase
COG3977	5.0	E	valine-pyruvate transaminase activity
343A7	5.0	S	NA
COG0005	5.0	F	The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate
COG0005	5.0	F	purine-nucleoside phosphorylase activity
COG0033	5.0	G	Phosphoglucomutase
COG3380	5.0	L	Catalyzes the oxidation of the 1,2-dihydro- and 1,6- dihydro- isomeric forms of beta-NAD(P) back to beta-NAD(P) . May serve to protect primary metabolism dehydrogenases from inhibition by the 1,2-dihydro- and 1,6-dihydro-beta-NAD(P) isomers
COG3380	5.0	S	monoamine oxidase activity
COG2859	5.0	L	Protein conserved in bacteria
COG2859	5.0	S	Protein of unknown function (DUF541)
32ZFB	5.0	S	Ferredoxin thioredoxin reductase variable alpha chain
COG3670	5.0	Q	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
30PYP	5.0	S	NA
COG3497	5.0	M	tail sheath protein
COG3497	5.0	S	Phage tail sheath protein subtilisin-like domain
COG3688	5.0	S	YacP-like NYN domain
COG3688	5.0	D	RNA-binding protein containing a PIN domain
COG4385	5.0	S	Phage tail protein (Tail_P2_I)
COG4385	5.0	T	Tail protein
COG2442	5.0	S	NA
COG2442	5.0	K	InterPro IPR007367
COG5217	5.0	DZ	Protein of unknown function (DUF3086)
COG5217	5.0	DZ	microtubule binding
COG3600	5.0	S	Protein of unknown function (DUF4065)
COG3600	5.0	K	Phage-associated protein
COG1778	5.0	IM	Involved in the biosynthesis of lipopolysaccharides (LPSs). Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8-phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate
COG1778	5.0	S	3-deoxy-manno-octulosonate-8-phosphatase activity
COG1624	5.0	G	Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria
COG1624	5.0	S	cAMP biosynthetic process
COG3793	5.0	P	NA
COG3793	5.0	P	PFAM Mo-dependent nitrogenase
COG1351	5.0	F	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NAD(P)H and FADH(2) as the reductant
COG1351	5.0	F	thymidylate synthase (FAD) activity
2Z7RU	5.0	S	NA
337HA	5.0	S	NA
COG3655	5.0	K	sequence-specific DNA binding
COG3655	5.0	K	Transcriptional regulator
COG1480	5.0	S	7TM receptor with intracellular HD hydrolase
COG1480	5.0	O	7TM receptor with intracellular HD hydrolase
COG0857	5.0	C	phosphate acetyltransferase activity
COG0857	5.0	C	belongs to the CobB CobQ family
32MRX	5.0	S	Proto-chlorophyllide reductase 57 kD subunit
COG2367	5.0	V	beta-lactam antibiotic catabolic process
COG2367	5.0	V	Beta-lactamase
2Z7X0	5.0	C	allophycocyanin beta subunit
COG3948	5.0	E	Baseplate J-like protein
COG3948	5.0	S	Baseplate J-like protein
2ZBN6	5.0	S	'photosystem I
COG4129	5.0	U	membrane
COG4129	5.0	S	NA
349JM	5.0	S	NA
COG3678	5.0	NPTU	ATP-independent chaperone mediated protein folding
COG0003	5.0	P	ATPase activity
COG0003	5.0	P	Pfam Anion-transporting ATPase
COG2045	5.0	H	Belongs to the ComB family
COG2045	5.0	H	2-phosphosulfolactate phosphatase activity
32EAH	5.0	S	NA
2Z7P6	5.0	S	Domain of unknown function (DUF4336)
2ZT4I	5.0	S	PFAM Protein of function (DUF2518)
COG3968	5.0	S	Glutamine synthetase type III N terminal
COG3968	5.0	S	glutamine synthetase
3322P	5.0	S	NA
30VDM	5.0	S	NA
COG1293	5.0	K	RNA-binding protein homologous to eukaryotic snRNP
COG1293	5.0	K	actin binding
COG0017	5.0	J	asparagine-tRNA ligase activity
COG0017	5.0	J	Asparaginyl-tRNA synthetase
COG3645	5.0	S	SOS response
COG3645	5.0	K	SOS response
COG0530	5.0	P	calcium, potassium:sodium antiporter activity
32IV3	5.0	S	NA
COG2888	5.0	J	NA
COG2888	5.0	J	peptidyl-tyrosine sulfation
COG5464	5.0	M	transposase or invertase
COG5464	5.0	S	double-stranded DNA endodeoxyribonuclease activity
COG2345	5.0	K	NA
COG2345	5.0	K	Transcriptional regulator
339AC	5.0	S	Protein of unknown function (DUF3307)
32SW6	5.0	S	atp synthase
2ZTJ9	5.0	S	Protein of unknown function (DUF4079)
314NH	5.0	S	NA
2ZCG9	5.0	C	PFAM Phycobilisome protein
3319W	5.0	S	NA
COG4636	5.0	S	Putative restriction endonuclease
COG4636	5.0	D	protein conserved in cyanobacteria
COG1268	5.0	H	BioY protein
COG1268	5.0	S	biotin transmembrane transporter activity
COG2179	5.0	F	HAD superfamily (subfamily IIIA) phosphatase, TIGR01668
COG2179	5.0	S	HAD-hyrolase-like
COG4671	5.0	S	glycosyl transferase
COG4671	5.0	I	Glycosyl Transferase
COG2957	5.0	E	Belongs to the agmatine deiminase family
COG2957	5.0	E	agmatine deiminase activity
32Y28	5.0	P	Ion transport 2 domain protein
32Y5D	5.0	S	NA
COG0391	5.0	M	Required for morphogenesis under gluconeogenic growth conditions
COG0391	5.0	S	phosphotransferase activity, for other substituted phosphate groups
COG0387	5.0	P	Pfam Sodium calcium exchanger
COG0387	5.0	P	calcium:proton antiporter activity
COG3330	5.0	P	Domain of unknown function (DUF4912)
COG3330	5.0	S	Domain of unknown function (DUF4912)
2Z95Q	5.0	S	NA
COG3695	5.0	L	damaged DNA binding
COG3695	5.0	L	enzyme binding
32Z0N	5.0	S	PFAM Chlorophyll A-B binding protein
32U5E	5.0	S	NA
COG1056	5.0	H	nicotinamide-nucleotide adenylyltransferase activity
COG1056	5.0	H	cytidyltransferase-related domain
COG1078	5.0	T	dGTPase activity
COG1078	5.0	S	dGTPase activity
COG1939	5.0	J	Involved in correct processing of both the 5' and 3' ends of 23S rRNA precursor. Processes 30S rRNA precursor transcript even in absence of ribonuclease 3 (Rnc)
COG1939	5.0	J	ribonuclease III activity
33M57	5.0	S	Putative bacterial sensory transduction regulator
32YQE	5.0	S	NA
2Z8HF	5.0	S	NA
COG2426	5.0	S	Putative small multi-drug export protein
COG2426	5.0	S	small multidrug export protein
COG1828	5.0	F	phosphoribosylformylglycinamidine synthase activity
COG1828	5.0	F	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL
2ZY99	5.0	S	PFAM Uncharacterised protein family Ycf36
COG3937	5.0	S	granule-associated protein
COG3937	5.0	S	NA
32YID	5.0	S	NA
32SNK	5.0	S	NA
COG1836	5.0	S	Transmembrane protein 19
COG1836	5.0	I	PFAM Integral membrane protein DUF92
31YA1	5.0	S	NA
COG1366	5.0	T	Belongs to the anti-sigma-factor antagonist family
COG1366	5.0	T	antisigma factor binding
30UB9	5.0	S	NA
323H2	5.0	S	NA
32ZPB	5.0	S	Protein of unknown function (DUF3082)
COG3369	5.0	S	Iron-binding zinc finger CDGSH type
COG3369	5.0	I	Iron-binding zinc finger CDGSH type
3304G	5.0	S	NA
2ZBX1	5.0	S	Putative 2OG-Fe(II) oxygenase
2Z8D1	5.0	S	Alternative locus ID
2ZVJW	5.0	S	NA
2Z7M6	5.0	S	Protein of unknown function (DUF4079)
2ZIMD	5.0	S	High light inducible protein
COG2389	5.0	S	Uncharacterized metal-binding protein (DUF2227)
COG2389	5.0	S	metal-binding protein
2Z8GC	5.0	S	Protein of unknown function (DUF4435)
2Z85Z	5.0	S	NA
2ZBJ3	5.0	S	Protein of unknown function (DUF2854)
319U8	5.0	S	Protein of unknown function (DUF3155)
32SXM	5.0	S	NA
334BF	5.0	S	addiction module component
330A2	5.0	S	NA
2ZSGG	5.0	S	NA
COG2067	5.0	I	long-chain fatty acid transport protein
COG2067	5.0	I	long-chain fatty acid transporting porin activity
COG4633	5.0	M	Protein conserved in bacteria
COG4633	5.0	S	NA
317WH	5.0	S	NA
2ZQCI	5.0	S	NA
337CW	5.0	S	NA
2ZKQQ	5.0	S	Alternative locus ID
313YR	5.0	S	Alternative locus ID
COG4980	5.0	S	YtxH-like protein
COG4980	5.0	D	gas vesicle protein
2ZNDC	5.0	S	NA
COG5485	5.0	K	Ester cyclase
COG5485	5.0	S	SnoaL-like polyketide cyclase
2Z7WZ	5.0	S	Alternative locus ID
COG3591	5.0	E	serine-type aminopeptidase activity
COG3591	5.0	E	Belongs to the peptidase S1B family
COG2361	5.0	G	Protein of unknown function DUF86
COG2361	5.0	S	Protein of unknown function DUF86
COG5637	5.0	M	Cyclase dehydrase
COG5637	5.0	S	NA
COG5512	5.0	S	Protein of unknown function (DUF721)
COG5512	5.0	L	Zn-ribbon-containing possibly RNA-binding protein and truncated derivatives
COG3225	5.0	N	cell adhesion
COG3225	5.0	N	NA
2ZC3W	5.0	S	Protein of unknown function (DUF2808)
332T1	5.0	S	Circadian oscillating protein COP23
319CP	5.0	S	InterPro IPR019616
2Z8MN	5.0	S	InterPro IPR018962
33B1F	5.0	S	NA
32YG9	5.0	S	Protein of unknown function (DUF2839)
31SN4	5.0	S	NA
COG1363	5.0	G	Peptidase, m42
COG1363	5.0	G	aminopeptidase activity
COG2006	5.0	S	Domain of unknown function (DUF362)
COG2006	5.0	U	4fe-4S ferredoxin, iron-sulfur binding domain protein
2ZBMJ	5.0	S	Alternative locus ID
COG4454	5.0	P	pyrroloquinoline quinone binding
COG4454	5.0	P	NA
32VA9	5.0	S	NA
32ZZA	5.0	S	NA
COG0432	5.0	L	Pfam Uncharacterised protein family UPF0047
COG0432	5.0	S	Uncharacterised protein family UPF0047
COG4634	5.0	L	DNA integration
COG4634	5.0	S	NA
335J9	5.0	S	NA
341MR	5.0	S	NA
32S9F	5.0	S	NA
32S82	5.0	S	NA
32RVN	5.0	S	NA
31HP9	5.0	S	Protein of unknown function (DUF2996)
33R93	5.0	S	CARDB
COG1887	5.0	M	CDP-glycerol glycerophosphotransferase activity
COG1887	5.0	M	Glycosyl glycerophosphate transferases involved in teichoic acid biosynthesis TagF TagB EpsJ RodC
32U3M	5.0	S	Protein of unknown function (DUF3122)
33QXX	5.0	S	NA
COG5119	5.0	D	PFAM ParB-like nuclease domain
COG5119	5.0	S	sulfiredoxin activity
2Z8IN	5.0	S	Protein of unknown function (DUF3038)
COG3510	5.0	V	methyltransferase activity
COG3510	5.0	V	cephalosporin hydroxylase
COG3743	5.0	G	rRNA binding
COG3743	5.0	S	rRNA binding
32RNE	5.0	S	NA
COG4735	5.0	D	regulation of single-species biofilm formation
COG4735	5.0	S	NA
31C9S	5.0	S	NA
COG4103	5.0	S	Tellurite resistance protein TerB
COG4103	5.0	T	Tellurite resistance protein TerB
COG0748	5.0	P	coenzyme F420 binding
32Z8S	5.0	S	NA
COG5525	5.0	L	Phage terminase large subunit (GpA)
COG5525	5.0	S	Phage terminase large subunit (GpA)
32Z8E	5.0	S	NA
31IQT	5.0	S	NA
2Z9K6	5.0	S	PFAM PAP_fibrillin
2ZYH1	5.0	S	NA
COG3722	5.0	K	fumarate hydratase activity
338NW	5.0	S	NA
31DJN	5.0	S	InterPro IPR014952
32S9I	5.0	S	Protein of unknown function (DUF3007)
347EQ	5.0	S	NA
33Q00	5.0	S	NA
2ZQFE	5.0	S	NA
33EBW	5.0	S	NA
33UKD	5.0	S	NA
COG3740	5.0	S	Caudovirus prohead serine protease
COG3740	5.0	OU	Phage prohead protease, HK97 family
2ZA3Z	5.0	S	NA
32UW6	5.0	S	Alternative locus ID
31A0K	5.0	S	NA
302MH	5.0	S	Protein of unknown function (DUF3531)
32ZCN	5.0	S	Protein CHLORORESPIRATORY REDUCTION 7
2Z8AG	5.0	S	Homologous to Virulence-associated protein Bartonella henselae str. Houston-1 gi 49237923 emb CAF27126.1
31501	5.0	S	NA
COG4370	5.0	M	Protein conserved in bacteria
COG4370	5.0	S	NA
COG5511	5.0	S	Phage portal protein, lambda family
COG5511	5.0	F	Phage portal protein, lambda family
COG5471	5.0	S	Conserved Protein
COG5471	5.0	S	Uncharacterized conserved protein (DUF2190)
32YXH	5.0	S	NA
COG2251	5.0	V	uridine kinase activity
COG2251	5.0	S	NA
314X7	5.0	S	Alternative locus ID
31BJF	5.0	S	NA
COG4540	5.0	S	NA
COG4540	5.0	L	Baseplate assembly protein
COG1808	5.0	T	Membrane
COG1808	5.0	S	Domain of unknown function (DUF389)
32RRW	5.0	S	Protein of unknown function (DUF565)
314QQ	5.0	S	Alternative locus ID
32T20	5.0	S	NA
32WYN	5.0	S	NA
330AI	5.0	S	NA
2ZKP3	5.0	S	NA
330B3	5.0	S	NA
COG2172	5.0	T	sigma factor antagonist activity
330H3	5.0	S	NA
COG4244	5.0	S	NA
COG4244	5.0	E	Membrane
2Z91K	5.0	S	NA
313FK	5.0	S	NA
COG4828	5.0	S	Protein of unknown function (DUF1622)
332E9	5.0	S	NA
2ZAA4	5.0	S	Protein of unknown function (DUF3120)
COG3040	5.0	M	negative regulation of lipoprotein oxidation
COG3040	5.0	M	lipid binding
32HYW	5.0	S	NA
2ZVBM	5.0	S	NA
3134N	5.0	S	NA
31EQC	5.0	S	2TM domain
32RJR	5.0	S	Protein of unknown function (DUF2973)
2Z8ZP	5.0	S	Protein of unknown function (DUF3916)
COG5004	5.0	S	Phage Tail Protein X
COG5004	5.0	U	Tail protein
336GU	5.0	S	NA
2ZV3X	5.0	S	Pfam Conserved nitrate reductase-associated protein (Nitr_red_assoc)
2ZBMS	5.0	S	NA
COG1506	5.0	E	peptidase
COG1506	5.0	E	serine-type peptidase activity
31I31	5.0	S	NA
COG1630	5.0	S	nuclease activity
COG1630	5.0	S	NurA
COG3001	5.0	G	Fructosamine kinase
COG3001	5.0	G	fructosamine-3-kinase activity
2ZBK0	5.0	S	Protein of unknown function (DUF3153)
COG2302	5.0	S	S4 RNA-binding domain
COG2302	5.0	T	S4 RNA-binding domain
330SB	5.0	S	NA
COG4371	5.0	S	Protein of unknown function (DUF1517)
336I5	5.0	S	cytochrome c oxidase
COG4581	5.0	L	helicase activity
COG4581	5.0	L	dead DEAH box helicase
3304D	5.0	S	Protein of unknown function (DUF2949)
32S5S	5.0	S	NA
2ZGYZ	5.0	S	Putative bacterial sensory transduction regulator
COG5474	5.0	S	Chlororespiratory reduction 6
COG5474	5.0	S	COGs COG5474 conserved
COG4632	5.0	G	Exopolysaccharide biosynthesis protein
COG4632	5.0	G	NA
32SHI	5.0	S	Protein of unknown function (DUF3493)
2ZXE8	5.0	S	PFAM Chloroplast import component protein (Tic20)
2ZYMB	5.0	S	Domain of unknown function (DUF4330)
32T0D	5.0	S	Protein of unknown function (DUF3146)
2ZBN5	5.0	S	NA
32RX8	5.0	S	NA
33RWD	5.0	S	NA
COG4956	5.0	S	integral membrane protein (PIN domain superfamily)
COG4956	5.0	S	nuclease activity
32Y24	5.0	S	Protein of unknown function (DUF3288)
32VUV	5.0	S	NA
332FZ	5.0	S	Protein of unknown function (DUF3134)
2ZU7E	5.0	S	NA
2Z8E6	5.0	E	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins
COG4196	5.0	E	transglutaminase domain protein
COG4196	5.0	E	Putative amidoligase enzyme (DUF2126)
2ZBTP	5.0	S	NA
COG0572	5.0	F	uridine kinase activity
COG0572	5.0	F	uridine kinase
320CM	5.0	S	NA
2Z7MI	5.0	S	PFAM S-layer homology domain
341P7	5.0	S	NA
32ZZY	5.0	S	NA
32QZ5	5.0	S	NA
317CS	5.0	S	Domain of unknown function (DUF3067)
2Z7TH	5.0	S	NA
COG2335	5.0	M	positive regulation of chemokine (C-C motif) ligand 2 secretion
COG2335	5.0	M	COG2335, Secreted and surface protein containing fasciclin-like repeats
32Y50	5.0	S	NAD(P)H dehydrogenase subunit S
31KNS	5.0	S	NA
COG4293	5.0	S	Domain of unknown function (DUF1802)
COG4293	5.0	S	Protein conserved in bacteria
33A3N	5.0	S	manually curated
COG1597	5.0	I	lipid kinase activity
COG5283	5.0	KT	actin binding
COG5283	5.0	S	NA
COG5412	5.0	S	NA
COG5412	5.0	N	phage tail tape measure protein
COG3881	5.0	P	PFAM PRC-barrel domain
COG3881	5.0	S	PRC-barrel domain
COG4637	5.0	S	NA
COG4637	5.0	L	Psort location Cytoplasmic, score
32RJI	5.0	S	InterPro IPR014964
3323X	5.0	S	NA
COG3827	5.0	MU	peptidoglycan binding
COG3827	5.0	S	NA
32U84	5.0	S	NA
2Z85V	5.0	S	Domain of unknown function (DUF3598)
