## Mon Jun 14 10:31:56 2021
## emapper-2.1.4-2
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --data_dir /dev/shm/ -o out --output_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --temp_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --override -m diamond -i /data/shared/emapper_jobs/user_data/MM_2rpcpd43/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
tr|A0A4P6WRV9|A0A4P6WRV9_HYDPS	1504672.669784984	7.4e-39	167.2	COG1028@1|root,COG1028@2|Bacteria,1NYXI@1224|Proteobacteria,2VPQD@28216|Betaproteobacteria	28216|Betaproteobacteria	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
tr|A0A4P6X3M5|A0A4P6X3M5_HYDPS	887062.HGR_04363	8.7e-92	344.4	COG0642@1|root,COG0642@2|Bacteria,1QTSX@1224|Proteobacteria,2W1JF@28216|Betaproteobacteria,4A9VC@80864|Comamonadaceae	28216|Betaproteobacteria	T	Histidine kinase	-	-	2.7.13.3	ko:K02484	-	-	-	-	ko00000,ko01000,ko01001,ko02022	-	-	-	2CSK_N,HATPase_c,HisKA
tr|A0A4P6WVL6|A0A4P6WVL6_HYDPS	338969.Rfer_3761	1e-79	303.9	COG0845@1|root,COG0845@2|Bacteria,1NQZ0@1224|Proteobacteria,2VJAC@28216|Betaproteobacteria,4AAHF@80864|Comamonadaceae	28216|Betaproteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	Biotin_lipoyl_2,HlyD_D23
tr|A0A4P6WY04|A0A4P6WY04_HYDPS	614083.AWQR01000001_gene3114	1.3e-165	589.3	COG0683@1|root,COG0683@2|Bacteria,1MWR8@1224|Proteobacteria,2VHH6@28216|Betaproteobacteria,4ACGH@80864|Comamonadaceae	28216|Betaproteobacteria	E	Extracellular ligand-binding receptor	-	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
tr|A0A4V1AC39|A0A4V1AC39_HYDPS	1385517.N800_09340	5.8e-73	280.4	COG4675@1|root,COG4675@2|Bacteria,1MZY9@1224|Proteobacteria,1S64Y@1236|Gammaproteobacteria,1X6VP@135614|Xanthomonadales	135614|Xanthomonadales	S	Microcystin-dependent protein	-	-	-	-	-	-	-	-	-	-	-	-	Collar
tr|A0A4P6X500|A0A4P6X500_HYDPS	999141.GME_14895	1.7e-70	273.5	COG0732@1|root,COG0732@2|Bacteria,1Q4FB@1224|Proteobacteria,1S2MB@1236|Gammaproteobacteria,1XS32@135619|Oceanospirillales	135619|Oceanospirillales	V	COG0732 Restriction endonuclease S subunits	-	-	-	-	-	-	-	-	-	-	-	-	Methylase_S
tr|A0A4P6X3A6|A0A4P6X3A6_HYDPS	1408164.MOLA814_00490	2.2e-132	478.8	COG2113@1|root,COG2113@2|Bacteria,1MVXS@1224|Proteobacteria	1224|Proteobacteria	E	COG2113 ABC-type proline glycine betaine transport systems periplasmic components	opuAC	-	-	ko:K02002	ko02010,map02010	M00208	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	OpuAC
tr|A0A4P6X192|A0A4P6X192_HYDPS	543728.Vapar_1452	9.7e-185	652.9	COG4992@1|root,COG4992@2|Bacteria,1MV3C@1224|Proteobacteria,2VHEB@28216|Betaproteobacteria,4A9QQ@80864|Comamonadaceae	28216|Betaproteobacteria	E	TIGRFAM acetylornithine and succinylornithine	argD	-	2.6.1.11,2.6.1.17	ko:K00821	ko00220,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00028,M00845	R02283,R04475	RC00006,RC00062	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
tr|A0A4P6X7V1|A0A4P6X7V1_HYDPS	1123504.JQKD01000103_gene2969	8.2e-125	454.5	COG1475@1|root,COG1475@2|Bacteria,1MVF9@1224|Proteobacteria,2VGZJ@28216|Betaproteobacteria,4AAK5@80864|Comamonadaceae	28216|Betaproteobacteria	K	PFAM ParB domain protein nuclease	-	-	-	-	-	-	-	-	-	-	-	-	ParBc
tr|A0A4P6X3Z9|A0A4P6X3Z9_HYDPS	232721.Ajs_1537	7.7e-141	506.5	COG1651@1|root,COG1651@2|Bacteria,1RD39@1224|Proteobacteria,2VJIB@28216|Betaproteobacteria,4AGTJ@80864|Comamonadaceae	28216|Betaproteobacteria	M	Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process	-	-	5.3.4.1	ko:K03981	-	-	-	-	ko00000,ko01000,ko02044,ko03110	3.A.7.11.1	-	-	DsbC_N,Thioredoxin_2
tr|A0A4P6WUE4|A0A4P6WUE4_HYDPS	391735.Veis_0807	0.0	1213.4	COG0280@1|root,COG0281@1|root,COG0280@2|Bacteria,COG0281@2|Bacteria,1MU0A@1224|Proteobacteria,2VIYB@28216|Betaproteobacteria,4AA5S@80864|Comamonadaceae	28216|Betaproteobacteria	C	Phosphate acetyl butaryl transferase	maeB	-	1.1.1.40	ko:K00029	ko00620,ko00710,ko01100,ko01120,ko01200,map00620,map00710,map01100,map01120,map01200	M00169,M00172	R00216	RC00105	ko00000,ko00001,ko00002,ko01000	-	-	-	Malic_M,PTA_PTB,malic
tr|A0A4V1ABW3|A0A4V1ABW3_HYDPS	887062.HGR_15399	3.8e-134	484.6	COG1638@1|root,COG1638@2|Bacteria,1MVHC@1224|Proteobacteria,2VHPJ@28216|Betaproteobacteria,4A9T2@80864|Comamonadaceae	28216|Betaproteobacteria	G	TIGRFAM TRAP dicarboxylate transporter, DctP subunit	-	-	-	ko:K21395	-	-	-	-	ko00000,ko02000	2.A.56.1	-	-	DctP
tr|A0A4P6WXI0|A0A4P6WXI0_HYDPS	365044.Pnap_0002	1.2e-101	376.3	COG3440@1|root,COG3440@2|Bacteria,1NHIB@1224|Proteobacteria,2VNF7@28216|Betaproteobacteria,4AEH6@80864|Comamonadaceae	28216|Betaproteobacteria	V	Domain of unknown function (DUF3883)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3883
tr|A0A4P6WX01|A0A4P6WX01_HYDPS	614083.AWQR01000002_gene3012	6.1e-43	179.9	COG0832@1|root,COG0832@2|Bacteria,1RGW0@1224|Proteobacteria,2VSGJ@28216|Betaproteobacteria,4AEC1@80864|Comamonadaceae	28216|Betaproteobacteria	E	Belongs to the urease beta subunit family	ureB	-	3.5.1.5	ko:K01429	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
tr|A0A4P6WXL2|A0A4P6WXL2_HYDPS	614083.AWQR01000002_gene2976	5.9e-174	617.1	COG3748@1|root,COG3748@2|Bacteria,1MWHB@1224|Proteobacteria,2VIC0@28216|Betaproteobacteria,4ABH2@80864|Comamonadaceae	28216|Betaproteobacteria	S	Urate oxidase N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	Urate_ox_N
tr|A0A4P6WYH5|A0A4P6WYH5_HYDPS	365046.Rta_03810	9.6e-275	952.6	COG0768@1|root,COG0768@2|Bacteria,1MV8C@1224|Proteobacteria,2VHBZ@28216|Betaproteobacteria,4AAEW@80864|Comamonadaceae	28216|Betaproteobacteria	M	Catalyzes cross-linking of the peptidoglycan cell wall	mrdA	-	3.4.16.4	ko:K05515	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	-	PBP_dimer,Transpeptidase
tr|A0A4P6WYJ4|A0A4P6WYJ4_HYDPS	1100721.ALKO01000027_gene353	6.4e-158	563.5	COG0113@1|root,COG0113@2|Bacteria,1MWMW@1224|Proteobacteria,2VHC6@28216|Betaproteobacteria,4AB2M@80864|Comamonadaceae	28216|Betaproteobacteria	H	Belongs to the ALAD family	hemB	GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.2.1.24	ko:K01698	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R00036	RC00918,RC01781	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ALAD
tr|A0A4V1ABS2|A0A4V1ABS2_HYDPS	1458275.AZ34_11380	0.0	1128.6	COG4770@1|root,COG4770@2|Bacteria,1P6RE@1224|Proteobacteria,2VH59@28216|Betaproteobacteria,4AA5M@80864|Comamonadaceae	28216|Betaproteobacteria	I	Carbamoyl-phosphate synthase L chain, ATP-binding	pccA	-	6.4.1.3	ko:K01965	ko00280,ko00630,ko00640,ko01100,ko01120,ko01130,ko01200,map00280,map00630,map00640,map01100,map01120,map01130,map01200	M00373,M00741	R01859	RC00097,RC00609	ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2
tr|A0A4P6X1Y7|A0A4P6X1Y7_HYDPS	1286631.X805_27010	3.9e-162	577.8	COG1672@1|root,COG1672@2|Bacteria,1R8WG@1224|Proteobacteria,2VQHA@28216|Betaproteobacteria,1KMUM@119065|unclassified Burkholderiales	28216|Betaproteobacteria	S	PFAM Archaeal ATPase	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X7W3|A0A4P6X7W3_HYDPS	1123504.JQKD01000018_gene2023	5.1e-216	756.9	COG2256@1|root,COG2256@2|Bacteria,1MUVS@1224|Proteobacteria,2VHN9@28216|Betaproteobacteria,4A9RX@80864|Comamonadaceae	28216|Betaproteobacteria	L	PFAM AAA ATPase central domain protein	rarA	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
tr|A0A4P6X7Z0|A0A4P6X7Z0_HYDPS	1538295.JY96_04780	6.8e-131	473.4	COG0107@1|root,COG0107@2|Bacteria,1MUS0@1224|Proteobacteria,2VHY0@28216|Betaproteobacteria,1KK4C@119065|unclassified Burkholderiales	28216|Betaproteobacteria	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit	hisF	GO:0000105,GO:0000162,GO:0003674,GO:0003824,GO:0003949,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	-	ko:K02500	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
tr|A0A4P6WXW4|A0A4P6WXW4_HYDPS	596154.Alide2_3341	4.5e-51	206.8	2EJSV@1|root,33DHH@2|Bacteria,1RKYH@1224|Proteobacteria,2VTC9@28216|Betaproteobacteria,4AHPT@80864|Comamonadaceae	28216|Betaproteobacteria	S	PFAM Type IV conjugative transfer system, protein TraL	-	-	-	ko:K12068	-	-	-	-	ko00000,ko02044	3.A.7.11.1	-	-	TraL
tr|A0A4P6X385|A0A4P6X385_HYDPS	1458427.BAWN01000005_gene275	9.6e-213	746.1	COG0635@1|root,COG0635@2|Bacteria,1MV1I@1224|Proteobacteria,2VJ1F@28216|Betaproteobacteria,4ABSD@80864|Comamonadaceae	28216|Betaproteobacteria	H	Belongs to the anaerobic coproporphyrinogen-III oxidase family	hemN	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0016627,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0046501,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0051989,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	-	-	-	-	-	-	-	-	-	-	HemN_C,Radical_SAM
tr|A0A4P6WZG8|A0A4P6WZG8_HYDPS	1123255.JHYS01000009_gene2301	8.7e-50	203.4	COG2825@1|root,COG2825@2|Bacteria,1RD8X@1224|Proteobacteria,2VRZI@28216|Betaproteobacteria,4AE7E@80864|Comamonadaceae	28216|Betaproteobacteria	M	Belongs to the skp family	ompH	-	-	ko:K06142	-	-	-	-	ko00000	-	-	-	OmpH
tr|A0A4P6X118|A0A4P6X118_HYDPS	864051.BurJ1DRAFT_2718	7.3e-25	122.1	COG3170@1|root,COG3170@2|Bacteria,1R5KB@1224|Proteobacteria,2VMU6@28216|Betaproteobacteria,1KJDS@119065|unclassified Burkholderiales	28216|Betaproteobacteria	NU	Tfp pilus assembly protein FimV	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X2T3|A0A4P6X2T3_HYDPS	237609.PSAKL28_39520	1.7e-72	279.3	COG2114@1|root,COG2114@2|Bacteria,1REC8@1224|Proteobacteria	1224|Proteobacteria	T	adenylate cyclase, family 3	-	-	-	-	-	-	-	-	-	-	-	-	Guanylate_cyc
tr|A0A4V1ABY8|A0A4V1ABY8_HYDPS	713586.KB900536_gene456	8.1e-146	523.5	COG4948@1|root,COG4948@2|Bacteria,1MYZE@1224|Proteobacteria,1RYFV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Mandelate Racemase Muconate Lactonizing	-	-	4.2.1.156,4.2.1.42,5.1.2.2,5.5.1.25	ko:K01781,ko:K20023,ko:K20549	ko00053,ko00627,ko01120,map00053,map00627,map01120	-	R03791,R04161,R05608	RC00543,RC00998	ko00000,ko00001,ko01000	-	-	-	MR_MLE_C,MR_MLE_N
tr|A0A4P6WYW2|A0A4P6WYW2_HYDPS	1458275.AZ34_16085	0.0	1132.5	COG0073@1|root,COG0143@1|root,COG0073@2|Bacteria,COG0143@2|Bacteria,1MUBY@1224|Proteobacteria,2VH19@28216|Betaproteobacteria,4A9M6@80864|Comamonadaceae	28216|Betaproteobacteria	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	-	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1g,tRNA_bind
tr|A0A4P6X2I9|A0A4P6X2I9_HYDPS	887062.HGR_04373	1.1e-93	349.4	COG0231@1|root,COG0231@2|Bacteria,1MW2J@1224|Proteobacteria,2VH4A@28216|Betaproteobacteria,4AAGC@80864|Comamonadaceae	28216|Betaproteobacteria	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase	efp	-	-	ko:K02356	-	-	-	-	ko00000,ko03012	-	-	-	EFP,EFP_N,Elong-fact-P_C
tr|A0A4P6X2P6|A0A4P6X2P6_HYDPS	1408164.MOLA814_01104	2.7e-167	595.1	COG0038@1|root,COG0038@2|Bacteria,1MV4K@1224|Proteobacteria,2VHFE@28216|Betaproteobacteria	28216|Betaproteobacteria	P	Chloride channel	clcA	-	-	-	-	-	-	-	-	-	-	-	Voltage_CLC
tr|A0A4P6X2F2|A0A4P6X2F2_HYDPS	1123504.JQKD01000004_gene5055	1.8e-50	205.3	COG2030@1|root,COG2030@2|Bacteria,1RD6F@1224|Proteobacteria,2VTTS@28216|Betaproteobacteria,4AEPU@80864|Comamonadaceae	28216|Betaproteobacteria	I	PFAM MaoC domain protein dehydratase	-	-	-	-	-	-	-	-	-	-	-	-	MaoC_dehydratas
tr|A0A4P6WWC4|A0A4P6WWC4_HYDPS	1276756.AUEX01000031_gene136	1.8e-48	198.4	COG0091@1|root,COG0091@2|Bacteria,1RH0W@1224|Proteobacteria,2VSE6@28216|Betaproteobacteria,4AE30@80864|Comamonadaceae	28216|Betaproteobacteria	J	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	rplV	-	-	ko:K02890	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
tr|A0A4P6X3Z0|A0A4P6X3Z0_HYDPS	232721.Ajs_1548	6e-106	390.2	28ZMK@1|root,2ZMCV@2|Bacteria,1RBJG@1224|Proteobacteria,2VQYR@28216|Betaproteobacteria,4AH75@80864|Comamonadaceae	28216|Betaproteobacteria	S	Domain of unknown function (DUF4400)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4400
tr|A0A4P6WWI8|A0A4P6WWI8_HYDPS	1134912.AJTV01000033_gene2290	0.0	1408.7	COG0419@1|root,COG0419@2|Bacteria,1QWDH@1224|Proteobacteria,2U1ND@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AAA_21,AAA_23
tr|A0A4P6X767|A0A4P6X767_HYDPS	62928.azo2971	2e-98	366.3	COG4585@1|root,COG4585@2|Bacteria,1RAB6@1224|Proteobacteria,2VQT9@28216|Betaproteobacteria,2KW3N@206389|Rhodocyclales	206389|Rhodocyclales	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HisKA_3
tr|A0A4P6WYB5|A0A4P6WYB5_HYDPS	232721.Ajs_2496	6.9e-92	344.0	COG0739@1|root,COG0739@2|Bacteria,1MY2X@1224|Proteobacteria,2VI8F@28216|Betaproteobacteria,4AC0W@80864|Comamonadaceae	28216|Betaproteobacteria	M	PFAM peptidase	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M23
tr|A0A4P6X525|A0A4P6X525_HYDPS	398578.Daci_4861	9.1e-106	390.6	COG1686@1|root,COG1686@2|Bacteria,1MWZA@1224|Proteobacteria,2VH1S@28216|Betaproteobacteria,4AA5A@80864|Comamonadaceae	28216|Betaproteobacteria	M	Belongs to the peptidase S11 family	pbpG	-	-	ko:K07262	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	Peptidase_S11
tr|A0A4P6WVK4|A0A4P6WVK4_HYDPS	1223521.BBJX01000023_gene3074	4.2e-63	248.1	COG2207@1|root,COG2207@2|Bacteria,1RCXI@1224|Proteobacteria,2VS7M@28216|Betaproteobacteria,4AE2X@80864|Comamonadaceae	28216|Betaproteobacteria	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_18
tr|A0A4P6WRZ8|A0A4P6WRZ8_HYDPS	864051.BurJ1DRAFT_4068	0.0	1152.9	COG0045@1|root,COG1042@1|root,COG1247@1|root,COG0045@2|Bacteria,COG1042@2|Bacteria,COG1247@2|Bacteria,1MW98@1224|Proteobacteria,2VI9R@28216|Betaproteobacteria,1KIV3@119065|unclassified Burkholderiales	28216|Betaproteobacteria	C	Succinyl-CoA ligase like flavodoxin domain	-	-	-	ko:K09181	-	-	-	-	ko00000	-	-	-	ATP-grasp_5,Acetyltransf_1,Acetyltransf_3,CoA_binding_2,Succ_CoA_lig
tr|A0A4P6X285|A0A4P6X285_HYDPS	1100720.ALKN01000044_gene2095	9.7e-125	453.4	COG0042@1|root,COG0042@2|Bacteria,1MUSM@1224|Proteobacteria,2VHWD@28216|Betaproteobacteria,4AC6S@80864|Comamonadaceae	28216|Betaproteobacteria	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines. Specifically modifies U16 in tRNAs	dusC	-	-	ko:K05541	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Dus
tr|A0A4P6X688|A0A4P6X688_HYDPS	1100721.ALKO01000003_gene2125	1.5e-92	345.9	COG3821@1|root,COG3821@2|Bacteria,1RDXR@1224|Proteobacteria,2VKFZ@28216|Betaproteobacteria,4A9VV@80864|Comamonadaceae	28216|Betaproteobacteria	S	Protein of unknown function, DUF599	-	-	-	-	-	-	-	-	-	-	-	-	DUF599
tr|A0A4P6X0U9|A0A4P6X0U9_HYDPS	1286631.X805_12960	0.0	1130.2	COG0422@1|root,COG0422@2|Bacteria,1MUVV@1224|Proteobacteria,2VHS3@28216|Betaproteobacteria,1KJG8@119065|unclassified Burkholderiales	28216|Betaproteobacteria	H	Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction	thiC	-	4.1.99.17	ko:K03147	ko00730,ko01100,map00730,map01100	M00127	R03472	RC03251,RC03252	ko00000,ko00001,ko00002,ko01000	-	-	-	ThiC-associated,ThiC_Rad_SAM
tr|A0A4P6X2C3|A0A4P6X2C3_HYDPS	1276756.AUEX01000015_gene1977	4.3e-245	854.0	COG3243@1|root,COG3243@2|Bacteria,1MU68@1224|Proteobacteria,2VH50@28216|Betaproteobacteria,4AB6G@80864|Comamonadaceae	28216|Betaproteobacteria	I	Poly(R)-hydroxyalkanoic acid synthase, class I	phbC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K03821	ko00650,map00650	-	R04254	RC00004	ko00000,ko00001,ko01000	-	-	-	PhaC_N
tr|A0A4P6X2N2|A0A4P6X2N2_HYDPS	497321.C664_11650	2.2e-118	432.2	COG3181@1|root,COG3181@2|Bacteria,1MU58@1224|Proteobacteria,2VHME@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Tripartite tricarboxylate transporter family receptor	-	-	-	-	-	-	-	-	-	-	-	-	TctC
tr|A0A4P6WXN4|A0A4P6WXN4_HYDPS	365046.Rta_05290	4.5e-18	97.4	COG0526@1|root,COG0526@2|Bacteria,1N8B0@1224|Proteobacteria,2VW5T@28216|Betaproteobacteria,4AEW1@80864|Comamonadaceae	28216|Betaproteobacteria	CO	PFAM Thioredoxin	-	-	1.8.1.9	ko:K00384	ko00450,map00450	-	R02016,R03596,R09372	RC00013,RC02518,RC02873	ko00000,ko00001,ko01000	-	-	-	Thioredoxin
tr|A0A4P6X1X7|A0A4P6X1X7_HYDPS	232721.Ajs_1551	8.9e-124	449.5	2EWNY@1|root,33Q0V@2|Bacteria,1NTPE@1224|Proteobacteria,2W05W@28216|Betaproteobacteria,4AGG6@80864|Comamonadaceae	28216|Betaproteobacteria	S	Flagellar transcriptional activator (FlhC)	-	-	-	-	-	-	-	-	-	-	-	-	FlhC
tr|A0A4P6WVM0|A0A4P6WVM0_HYDPS	1276756.AUEX01000001_gene932	5.8e-79	300.4	COG2353@1|root,COG2353@2|Bacteria,1R9XD@1224|Proteobacteria,2VQTQ@28216|Betaproteobacteria,4AC2Q@80864|Comamonadaceae	28216|Betaproteobacteria	S	Belongs to the UPF0312 family	-	-	-	-	-	-	-	-	-	-	-	-	YceI
tr|A0A4V1AC38|A0A4V1AC38_HYDPS	614083.AWQR01000057_gene3657	4.1e-123	447.6	COG0395@1|root,COG0395@2|Bacteria,1MUT9@1224|Proteobacteria,2VIMR@28216|Betaproteobacteria,4ACRU@80864|Comamonadaceae	28216|Betaproteobacteria	P	binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K17317	ko02010,map02010	M00605	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.24,3.A.1.1.30	-	-	BPD_transp_1
tr|A0A4P6X9B4|A0A4P6X9B4_HYDPS	296591.Bpro_4611	3e-149	534.6	COG1493@1|root,COG1493@2|Bacteria,1NNN5@1224|Proteobacteria,2VJCH@28216|Betaproteobacteria,4ABFX@80864|Comamonadaceae	28216|Betaproteobacteria	F	Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr)	hprK	-	-	ko:K06023	-	-	-	-	ko00000,ko01000	-	-	-	Hpr_kinase_C,Hpr_kinase_N
tr|A0A4P6X1H2|A0A4P6X1H2_HYDPS	614083.AWQR01000046_gene3343	3.9e-35	154.5	COG1516@1|root,COG1516@2|Bacteria,1MZ3G@1224|Proteobacteria,2VU2S@28216|Betaproteobacteria,4AF1I@80864|Comamonadaceae	28216|Betaproteobacteria	N	flagellar protein FliS	fliS	-	-	ko:K02422	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FliS
tr|A0A4P6X476|A0A4P6X476_HYDPS	216591.BCAS0365	7.7e-206	723.0	COG1804@1|root,COG1804@2|Bacteria,1MU2K@1224|Proteobacteria,2VMXZ@28216|Betaproteobacteria,1K3HC@119060|Burkholderiaceae	28216|Betaproteobacteria	C	PFAM L-carnitine dehydratase bile acid-inducible protein F	-	-	2.8.3.16	ko:K07749	-	-	-	-	ko00000,ko01000	-	-	-	CoA_transf_3
tr|A0A4P6WZL0|A0A4P6WZL0_HYDPS	420662.Mpe_A3511	6.5e-105	387.9	COG0714@1|root,COG0714@2|Bacteria,1PM35@1224|Proteobacteria,2VM64@28216|Betaproteobacteria,1KK0U@119065|unclassified Burkholderiales	28216|Betaproteobacteria	S	AAA domain (dynein-related subfamily)	-	-	-	ko:K03924	-	-	-	-	ko00000,ko01000	-	-	-	AAA_5
